video_id,like_count_mean,like_count_sum,like_count_std,comment_length_mean,comment_length_std,word_count_mean,word_count_std,total_reply_count_sum
XB7TLFKnXHw,35.8,1074,107.86,131.73,185.84,23.73,33.84,17
XEJBS5SJTpA,3.76,94,9.81,72.52,91.28,11.84,14.45,6
XFpwgQDlMrc,5.77,173,8.68,133.7,195.88,25.0,34.59,20
XILu7hxDr2w,61.4,1842,197.4,112.97,134.2,20.53,25.33,32
XJHM0fEH3ss,7.9,237,19.69,99.53,107.97,18.1,17.69,5
XJaGAQsFVHs,8.47,254,19.57,134.0,129.03,23.93,23.04,13
XU7Kp2vG3NU,3.87,116,8.75,65.7,98.57,12.27,16.97,1
XVhzQgRnYps,32.87,986,69.32,133.1,158.22,24.47,29.75,6
XWgaOtLFQCM,322.27,9668,1000.44,54.1,41.95,10.1,7.43,84
XY0fQ0ZVlRs,2.53,76,6.32,142.07,124.41,26.9,23.36,5
X_XNSeW9jok,124.53,3736,294.09,111.17,137.82,20.23,24.81,50
XcZnSSmeK2I,2.03,61,3.96,112.87,108.55,20.97,19.54,10
XdC9vohgwww,2.2,11,2.17,72.2,53.62,13.2,10.78,0
Xdwoev7KgCU,0.8,8,1.14,32.6,17.16,6.0,3.2,2
Xg2cmsnvWx8,82.97,2489,196.79,67.87,76.38,12.7,14.2,54
XiGaXVJHwhc,75.37,2261,164.41,97.87,89.84,17.4,15.51,36
Xk0e6XZUyrQ,4.17,75,7.11,45.61,51.91,8.72,10.13,6
XmE9HIjIv8c,3.75,15,2.99,48.75,43.9,9.0,7.39,0
XnK8_nHUYt4,1.55,17,2.62,69.73,53.51,13.18,10.36,0
XpopyNZKYKw,114.3,3429,342.67,145.23,135.14,26.57,26.02,118
XtOshDbMGkA,153.07,4592,349.32,275.33,287.59,51.83,54.68,326
XtzgJ3yC7zQ,2.2,22,3.61,33.5,29.82,6.5,5.8,0
Y-d90cILIDk,37.87,1136,97.21,97.83,83.06,17.57,15.13,24
Y11SX2oHmw8,31.23,937,79.88,137.87,197.09,23.33,32.69,13
Y4GdbD99FzE,2.62,68,4.9,46.27,53.18,8.73,8.02,4
Y5PulPlCHXw,1.57,47,3.77,135.6,246.43,25.37,46.33,3
YAs9QasnXgA,35.73,1072,74.99,231.7,252.39,41.97,45.73,28
YDSEhszBgpM,7.97,239,13.61,35.87,27.65,7.17,5.97,21
YDktDCOHIbQ,1.46,35,4.89,95.38,142.37,17.46,23.99,1
YF00S6U_C1g,77.87,2336,120.31,80.77,99.55,15.57,18.77,15
YHJzSbLiQNs,95.5,2865,245.19,71.67,91.01,12.9,17.48,30
YL7zhpxyovo,2.0,20,4.5,35.4,45.97,7.1,7.96,0
YNtnP-j3DA8,90.63,2719,241.79,124.67,245.35,22.73,45.39,64
YPo5yrry6nw,2.0,14,2.38,128.14,89.96,25.86,17.92,0
YRMKUbUOZiY,0.5,10,0.95,80.3,76.46,14.15,12.32,1
YT7tQzmGRLA,173.43,5203,457.42,209.3,523.59,36.4,88.97,56
YUBm9fS54SU,44.37,1331,106.47,88.87,105.92,16.5,19.85,19
Yf3kYUmMLgw,23.6,708,81.06,96.77,136.3,16.57,20.84,16
YuCRDlEFaw4,64.3,1929,121.89,167.93,158.31,31.03,28.86,35
Z-xazrZnY8A,5.93,178,16.1,148.73,86.47,27.23,15.66,1
Z-zNHHpXoMM,709.53,21286,1937.05,57.83,61.56,10.27,9.9,140
Z6Jvq1kCnIg,1.58,19,2.15,74.25,116.05,14.5,23.17,2
Z8Xcf_v3kJQ,2.5,75,4.38,83.87,102.77,15.33,17.89,7
ZD90JQjL5j0,12.73,382,27.1,162.4,109.27,29.6,19.95,2
ZIelHDxW_Xc,16.67,500,36.31,137.93,207.71,24.63,36.12,6
ZJto0cpF3XU,345.53,10366,790.28,61.57,66.51,11.1,12.35,62
ZQpSCgTnEeI,88.17,2645,169.73,203.6,275.48,38.9,50.26,53
ZX9hINdSXes,4.4,44,5.89,206.8,313.36,38.6,57.19,3
ZaCNnliEW9A,47.57,1427,152.11,142.6,110.46,24.93,19.24,37
ZazwqwjDY6M,106.93,3208,257.98,168.3,195.27,29.73,34.37,43
Ze4ifhPPAQ8,79.67,2390,197.35,149.4,150.88,26.97,26.61,33
ZhJ6GpkjK4s,63.87,1916,210.5,85.63,90.07,15.77,16.76,21
Zi5gD9Mh29A,23.33,700,59.31,123.63,105.65,22.0,19.64,17
ZijqVV1NqYQ,1002.57,30077,2264.07,78.43,92.59,14.33,16.95,231
Zo5cf_CgR6M,68.97,2069,137.34,98.47,78.24,17.57,14.43,23
ZsT4DZDMqWI,0.0,0,0.0,26.75,22.6,5.75,4.79,0
ZsXUHdAN97o,24.07,722,70.61,69.97,76.59,12.73,14.25,12
ZuarurfP4BA,3.83,115,8.84,121.33,99.7,22.83,19.39,3
Zz59q8wHECk,76.97,2309,186.26,326.07,931.31,57.13,173.66,32
_5nw6gLRe34,28.77,863,53.46,117.53,88.74,22.6,16.86,34
_9gYVZuOkts,4.37,131,10.79,73.4,61.91,14.77,13.14,4
_D_C2-2FZ5w,40.17,1205,94.75,144.9,226.24,24.9,36.92,17
_I4n6sP4h-M,1.33,24,3.25,45.17,62.82,8.39,10.89,3
_K7P-XF1k94,2.14,30,5.83,76.64,87.04,14.5,15.71,3
_KuUXz5gjgw,26.03,781,77.2,175.83,218.83,29.7,38.3,12
_NJWXVSs65c,82.0,2460,155.89,124.9,105.97,22.63,20.25,18
_jSbuDftmcc,83.7,2511,186.98,64.9,58.06,11.67,10.27,24
_kml-YupBag,2.77,61,4.92,132.0,160.19,24.14,27.86,2
_nCrGZjquzk,1.42,17,2.07,40.17,46.99,8.58,9.13,0
_sothj2aipE,76.4,2292,192.71,131.83,99.64,23.53,17.71,40
a3qVXVE_bYQ,154.1,4623,344.13,46.27,42.78,8.1,7.59,32
a46eYoUpVBM,35.97,1079,110.23,197.33,179.78,37.0,35.52,90
a4jzps-zPlo,5.6,168,16.27,65.2,82.78,12.3,16.13,5
a7OrIs-C8-c,1.44,36,2.81,50.44,54.77,9.68,9.36,4
aFVl1XCUKXs,3.5,14,4.73,107.25,101.21,21.75,21.25,2
aLCtABHraoQ,3.0,15,4.8,73.8,39.56,14.0,6.86,1
aU-8BbPRqbo,40.87,1226,128.57,156.33,177.17,28.53,32.91,67
aWpd9JYyNEs,1.03,31,2.03,111.47,107.98,20.1,18.21,4
aYs7b3mWDF0,1.21,23,2.62,64.05,76.37,12.47,14.77,0
acBJsjCqgtM,201.57,6047,754.6,80.9,88.48,13.97,14.02,118
ae9qy-7lBmo,11.63,349,20.47,293.3,202.67,52.17,35.32,13
afqX-TiMN9M,3.79,110,7.13,151.21,223.04,27.14,38.04,6
agK0hj2ZhuQ,46.5,1395,129.75,348.43,484.83,60.1,78.42,39
akoe4kn00xw,9.17,211,19.19,46.83,44.25,8.26,6.56,11
alLf0hN5JsQ,316.87,9506,1129.57,129.93,97.39,22.67,17.26,72
aofW3iAjODY,1.0,17,1.46,86.65,114.66,16.24,20.27,4
apUfuncht_4,58.33,1750,128.64,129.1,105.74,22.8,18.32,32
avih_knbVjA,4.2,63,5.75,64.13,40.34,12.2,7.91,8
awnn-bqV_Tw,92.83,2785,235.76,123.93,165.23,22.27,30.47,59
b2lBUkZV4Xs,4.06,65,11.52,92.12,86.83,15.06,14.56,7
b7o09a7t4RA,473.83,14215,1315.99,73.77,67.05,13.43,11.57,60
bEUZTZ6kBBs,2.7,27,3.43,56.7,38.92,12.1,8.23,0
bH4RKOqAe-w,43.93,1318,132.39,105.9,94.09,19.3,16.79,39
bXLZ8I7s8tw,67.93,2038,190.64,116.33,90.79,20.63,15.07,37
b_VPkTYmI_g,211.07,6332,597.16,293.6,552.45,54.67,104.2,119
bfk80hDfLXU,26.13,784,62.36,110.87,88.49,19.97,15.93,12
bg242QzbfNc,17.8,534,45.54,205.93,481.56,37.0,85.02,7
bjCDZWE-VHo,244.83,7345,613.0,130.53,166.94,23.8,30.62,91
bobphaq2dYA,12.9,387,37.34,127.07,76.14,23.13,13.58,0
bpikCLhpIRY,94.6,2838,264.29,107.57,135.48,18.97,22.09,70
bvTkOIkiYu0,2.03,61,5.03,136.43,114.71,25.23,21.11,2
bxN35AD2VCM,2.37,71,6.39,57.3,41.55,10.5,7.73,12
bxxyPoQthsU,3.67,77,7.09,159.24,187.6,28.95,34.66,7
c2xCh0d5YS0,1.83,22,3.41,86.92,160.93,16.58,29.98,0
c4HYn5UvNik,3.07,92,5.56,88.03,91.8,16.17,16.93,8
c5o1I7S7_Iw,2.86,83,5.61,54.55,52.95,10.52,10.19,11
cGWBXeNC_JU,8.78,79,17.98,91.89,92.53,16.89,16.25,7
cMTNtVCijuE,2.41,70,7.63,87.17,80.91,16.03,15.02,7
cNCw0ovtolQ,4.63,139,13.82,203.3,219.76,38.17,42.37,3
cTH824WnA3U,21.6,648,48.93,124.2,102.47,22.93,19.72,11
cYyIpzlkq7E,273.67,8210,684.77,67.1,75.64,12.1,14.67,64
c_DOG_mXz5w,69.8,2094,162.56,147.47,181.34,27.13,31.56,75
cgmcC0UDlR4,1.87,56,4.07,94.43,80.07,17.5,14.32,4
cjPWFTtn5wM,93.9,2817,216.39,311.73,338.62,52.47,57.69,57
cn8erxA7DHI,5.7,171,7.72,107.67,104.23,19.4,18.73,4
comn5IcqvSY,18.17,545,59.43,107.07,91.94,20.3,17.71,34
cqyHd3lR7C8,14.57,437,38.2,101.77,88.14,18.47,15.87,12
crlmayHPkw4,6.24,156,9.88,226.44,331.35,41.68,62.46,14
cs7TCNDQy1E,224.03,6721,541.59,61.23,49.49,11.13,8.59,87
d-bbJUQ_Vro,77.4,2322,174.95,113.63,154.04,21.03,28.79,58
d2JPEDpMiw8,29.6,888,77.53,132.93,123.9,23.93,22.61,44
d2sMEE1NrFc,3.8,114,7.56,69.53,79.35,13.4,15.02,9
d5EUzuV9IjU,117.47,3524,336.79,88.9,100.65,14.93,17.3,41
dDfk8Uoyz60,1.94,31,3.53,64.69,95.83,11.44,14.6,2
dE-wvWdM6jY,204.5,6135,482.18,114.43,105.38,20.33,19.2,81
dIqdSDNHT3I,24.33,730,63.92,80.47,65.36,14.23,11.15,14
dPOX5SxcWUo,16.5,495,36.61,99.1,66.79,17.73,11.39,10
dS1-617dK04,2.8,14,2.95,53.4,34.08,9.8,6.06,0
dSbb1NNEIu8,3.77,49,6.34,81.15,106.8,13.85,20.19,4
dbN2Zvn0npw,79.63,2389,177.57,96.03,138.02,17.27,25.11,40
dlHVOkx403E,1.95,41,4.74,233.24,288.6,42.71,55.21,3
dlKBmzQbiyU,422.5,12675,1201.35,101.73,133.68,18.87,26.36,74
dsS2wg2Y39c,349.83,10495,1060.33,78.77,83.85,14.17,15.76,68
dtxU2z0Q1TA,6.83,205,23.61,77.1,62.32,14.4,11.65,7
dx2XP_Oo6do,47.13,1414,161.17,118.77,98.6,20.77,16.96,29
dxRmw5ZumU0,30.73,922,82.77,96.23,134.3,17.1,24.05,17
e05DfV1Wyv0,0.9,26,1.37,77.52,73.92,14.69,13.64,7
e108RLHXi6E,135.23,4057,491.11,104.53,113.27,18.43,20.33,60
e4yXab6Zc9A,23.0,690,71.38,120.97,109.69,22.73,21.44,22
eBVlVfAMtWc,14.8,444,25.82,176.23,211.95,32.33,38.51,21
eENUPfSvuuE,108.87,3266,303.42,79.0,79.43,13.67,14.2,83
eFij9KekdVc,174.73,5242,451.8,122.03,80.05,21.63,14.37,27
eGXbCUXAKYs,160.1,4803,423.35,75.9,104.86,14.13,20.71,99
eGdn6FTIF5I,76.77,2303,200.54,208.1,409.79,37.2,73.22,26
eIs1u5MAel4,4.33,39,5.83,101.11,103.26,19.89,19.2,2
eJgcxYMhdoU,9.17,275,19.18,178.3,189.38,31.17,30.47,7
eOamw4SB5T8,2.95,65,4.17,63.14,91.3,11.59,17.57,3
eTFO8CCcjfk,2.93,44,5.26,114.73,137.87,22.0,26.93,5
eUIw9TZBIV8,12.2,366,28.87,106.7,92.77,19.2,16.68,15
eWEsR61WeCo,5.47,164,9.16,51.23,52.49,9.4,10.47,4
ecKHOHmPq1g,3.47,52,4.12,80.4,112.34,14.33,18.79,1
elAFB0HSBgo,38.53,1156,108.83,225.87,154.51,40.47,28.56,23
en0DSEsL-Ho,2.6,26,5.17,60.7,89.73,10.9,16.08,1
epF2SYpWtos,89.77,2693,194.89,112.73,147.25,21.1,28.02,62
f6_14nLUWOs,3.8,95,10.51,204.04,197.15,39.48,37.95,5
f7Lfukf0IKY,25.13,754,45.56,128.83,94.39,24.6,18.18,16
f8BqU9wUbP0,5.67,170,14.82,68.87,86.07,12.1,14.07,8
fBTi1zuQAIQ,81.1,2433,216.07,104.4,110.13,18.87,20.35,24
fBXnxlLR0PY,380.6,11418,876.77,154.8,218.72,27.27,37.57,69
fDbxPVn02VU,934.27,28028,3030.0,86.0,111.36,14.97,19.35,112
fDm1KLlQ4wM,128.03,3841,513.9,138.73,154.58,23.97,27.65,29
fKNiV9UHPPo,311.47,9344,832.67,110.0,144.66,18.63,22.86,69
fMir7L1oauQ,2.96,83,9.7,67.25,71.8,12.36,13.63,6
fVkc5hr_FhA,18.5,555,41.48,87.7,90.35,16.4,16.02,18
f_3IrUKQAQ8,3.67,44,5.28,110.92,84.61,19.25,13.76,3
fpDRfTRIQKE,2.67,24,4.66,31.22,33.39,5.89,6.01,0
fqrlnya9qN8,4.46,58,9.01,75.38,99.26,14.85,19.59,10
fsL6q-yij8I,31.37,941,83.77,233.6,257.58,39.97,41.35,15
g4ukmp-hn8Y,1.64,23,1.91,58.71,36.63,11.57,6.88,2
g8xM_hYEjU8,3.64,40,6.25,85.73,93.41,14.73,14.6,4
g9MlNSD8oaE,538.2,16146,2306.83,75.37,57.78,13.27,10.79,90
gC21pHr7Gl0,1.06,18,1.43,100.76,122.94,18.88,24.33,2
gE50m_-tL6s,2.0,20,3.13,86.0,51.96,16.3,10.11,2
gEv8eAjdB2w,16.2,486,38.34,60.63,45.28,11.9,8.85,8
gFQNPmLKj1k,127.67,3830,288.44,154.6,117.17,27.67,20.84,71
gGZ3uO2p5qY,161.4,4842,379.57,68.63,66.26,12.47,12.21,33
gHhmrEBZmLk,8.13,244,27.15,61.17,46.56,11.27,8.65,1
gIFSSmCkFEw,88.27,2648,234.59,134.7,124.83,22.6,22.54,83
gOyZTD1UP60,30.0,900,74.65,73.8,72.48,13.43,13.03,195
gP-C_utcBdY,1.97,59,3.26,87.1,88.79,15.87,15.83,6
gWFCy-pWeDo,141.4,4242,334.86,65.0,110.4,11.87,19.18,37
gY8MWe0CGqc,5.93,89,10.77,60.8,65.86,9.73,8.15,1
gcGquCZxsJc,89.63,2689,264.56,109.83,177.8,19.53,31.85,87
gerkxmXAhdI,47.73,1432,108.69,88.47,113.28,14.73,20.23,39
gl10e0Dn_7c,7.45,216,23.79,142.07,118.71,26.21,22.37,21
gpEzAnz5h2U,15.8,474,34.52,175.63,134.1,30.8,22.07,17
gtRqbbiWU30,55.0,1650,158.72,119.63,119.15,21.87,20.56,43
gtXHePXjVlE,36.8,1104,95.56,98.67,80.49,18.13,14.93,19
h-mxesCotgs,553.13,16594,1849.49,68.87,95.48,11.93,16.25,157
h-q8SnKN4p0,3.43,48,6.22,53.29,51.63,10.43,10.02,1
hBEKGBLAB80,44.6,1338,116.77,135.53,201.32,23.77,36.76,28
hFBguRaBnVs,3.09,34,4.23,100.09,126.28,19.64,23.95,0
hI43prriJNQ,109.53,3286,340.75,92.83,87.99,16.13,14.47,19
hIDDk_aDflI,44.73,1342,110.75,123.63,109.57,22.53,20.25,28
hJZ5v7dpKKM,56.57,1697,142.42,112.47,135.12,18.7,21.77,38
hOoka6WN0L0,4.0,52,5.21,36.54,35.51,6.85,6.4,2
hRx1ShvWWeI,426.27,12788,883.54,49.8,48.68,9.53,8.82,45
hXP5fUfBGQQ,45.5,1365,115.0,176.83,205.99,32.67,38.21,35
hXkiAfjFtgU,122.47,3674,205.48,234.97,213.54,34.1,28.74,85
hY9CuX6Hwl4,3.38,81,11.55,50.71,51.61,8.42,8.21,4
h_vEA7SWEzs,11.17,335,28.3,101.77,95.79,18.7,17.82,4
hcz1Q4gweYQ,20.23,607,29.06,185.4,221.39,33.8,41.41,26
hdabng2B9vU,125.63,3769,384.15,58.63,41.96,10.6,7.65,13
heN8Zo8f45I,5.57,128,15.57,69.52,62.47,12.3,11.43,10
hly9Ekte8zY,4.33,130,7.2,173.9,217.05,31.47,38.8,8
hoGIdhIsdoU,6.43,180,14.45,64.43,53.43,11.5,7.5,6
hqy6W2R2R-Q,1.5,9,1.76,80.67,64.51,14.67,11.04,1
hv1gOEY3cs4,273.33,8200,646.65,167.83,392.01,31.23,73.09,93
i2Fm4hyZTMc,82.1,2463,166.16,84.17,67.04,16.1,12.6,18
i4CbZXViVTA,74.0,2220,164.52,112.07,184.76,19.9,31.45,45
i5rt8-YxfU8,2.38,38,5.48,122.19,165.32,22.25,30.23,5
i6jjc9tfwt8,50.8,1524,84.15,142.87,127.21,25.93,23.07,74
i6r2r2JYWYY,3.8,114,11.57,125.1,154.94,23.37,29.47,8
i7awefFU_Hg,21.8,654,48.33,170.73,204.81,31.33,36.56,10
iBM0PToZ2VM,12.7,381,43.45,177.67,129.89,33.7,26.19,11
iGeDiXtJTRs,23.47,704,37.89,150.97,226.3,26.03,35.84,23
iIdqPeI-Po0,6.85,185,9.26,63.74,47.06,12.11,8.65,11
iIyDJK_SAjs,192.5,5775,486.44,153.37,221.69,27.97,41.02,53
iNI-1Vy6WM4,100.83,3025,282.37,107.2,167.85,19.73,30.92,58
iONDebHX9qk,377.8,11334,1480.05,57.47,82.1,9.4,13.78,104
iQJuv7tmAJQ,1.5,18,2.2,79.83,81.34,15.5,15.46,1
ii6V_-svh28,35.57,1067,75.34,150.87,118.49,27.03,21.06,2
ij1IKwE2MgM,6.63,199,12.1,64.07,49.71,12.73,9.4,4
ijOuQh_ZRcU,41.67,1250,87.16,160.6,247.31,29.57,44.78,21
iuHuxX22OOQ,62.43,1873,152.79,101.13,78.15,18.33,14.77,47
iw425d9irZ4,66.7,2001,165.37,77.47,61.52,13.7,11.32,22
j1FSDHfQaq8,3.89,70,8.32,34.11,26.61,6.67,5.17,2
j2nlqXd4duY,21.27,638,52.96,48.1,26.99,8.47,4.66,9
jAPPP7SE824,8.6,258,29.4,75.0,156.55,14.37,31.9,64
jAV21UB_AqQ,2.47,74,5.91,102.6,127.39,19.47,22.83,2
jFACcujmdE4,51.6,1548,133.54,130.1,106.5,23.77,19.94,15
jFlYIwM_Rco,7.17,215,29.72,164.37,162.18,29.5,29.27,1
jP1uwBcpUeE,5.4,162,8.35,166.8,167.19,30.53,29.4,8
jPlRjI63qKA,64.83,1945,151.56,119.2,160.43,21.07,29.24,55
jQQvmKGligQ,2.12,17,2.1,61.12,48.4,10.88,9.25,1
jb2s_FHBgt0,1.53,46,3.58,84.7,71.54,15.77,13.03,0
jcSYlmIOOBg,76.73,2302,205.08,74.07,49.48,13.0,8.82,28
jeSkdpQQtz4,53.27,1598,131.65,92.53,122.89,16.3,21.29,42
jritw4L1A_4,0.5,3,0.84,106.17,118.01,20.33,22.71,0
jtwNXaU_Efs,35.4,1062,103.74,63.5,50.73,11.97,9.43,12
k0WvM8ZezVU,3.79,53,7.09,113.14,109.7,22.07,22.11,1
k0mt4IbpVl4,53.6,1608,113.6,635.4,1030.4,116.8,193.18,33
k41Mq8-Axzk,40.93,1228,125.59,106.03,90.86,18.9,16.76,16
k5-QN35AJq0,30.87,926,48.8,179.13,221.85,31.77,38.22,13
k5A26Sc63F0,401.5,12045,1006.25,105.9,147.33,14.9,15.65,66
kM0ZADKIXU8,586.93,17608,2120.62,123.5,169.24,21.57,29.54,121
kQA27U_K_UE,34.67,1040,86.81,173.87,222.44,32.1,41.26,27
kWlpq7ymUs4,6.8,204,20.42,59.5,62.19,10.73,11.12,10
kX0sHQfjETY,21.03,631,40.94,158.3,147.05,29.53,28.82,7
kZtUOrxw9FU,1.0,9,1.22,79.22,103.12,14.22,20.69,4
k_K9MbqNhA0,46.23,1387,95.04,114.57,87.26,20.33,14.22,20
kew5A3hGsA4,2.29,55,5.44,132.08,160.91,24.88,31.19,13
kfxiIG8ZD9g,9.93,298,20.98,229.7,285.03,41.83,50.14,20
khQomXNzhkE,23.23,697,86.34,94.17,140.97,17.67,25.37,14
klNcDXObWj0,1.67,25,2.74,64.67,48.99,12.2,9.5,0
knPdMQ44jKc,69.33,2080,134.37,183.7,186.77,33.4,33.68,15
ko8tl0657yI,3.85,100,9.08,65.12,61.53,11.58,10.53,6
koeyouLqy3M,0.67,4,0.82,65.67,55.94,12.83,10.87,0
kxBs0Vr1aJ0,48.7,1461,118.4,382.27,855.26,71.13,159.75,59
kyja7LEyffM,4.43,133,10.86,91.37,83.75,16.37,14.94,12
kzAuvOr-YsM,98.03,2941,241.25,93.23,120.49,17.0,23.83,35
l-0FD5NDWLU,17.63,529,28.44,258.87,547.44,44.63,87.71,8
l2DeCc0GkBg,63.63,1909,159.64,116.1,105.63,21.67,19.23,18
l3hOrfLuxU0,127.73,3832,348.11,131.23,239.11,23.47,40.03,25
l5nr-SnRsK8,58.73,1762,148.24,127.07,88.37,22.27,16.27,57
l6BoSORXCUg,105.87,3176,295.79,162.73,176.89,29.6,31.17,35
lCrMAtbBUJA,68.77,2063,187.93,81.2,85.73,14.97,15.87,54
lFAm7HZ8gTg,10.77,323,35.9,193.7,151.34,35.23,26.25,6
lJ6n52Lsjfo,33.83,1015,76.45,119.73,134.26,22.8,26.72,22
